F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,Class
2,-36,1.9,266.04,-10.73,-8.79,-5.66,15.44,3.4,-0.96,-9.45,8,-43.53,8.64,,True
2,-36.21,0.92,239.04,-10.56,-9.9,-5.66,15.46,3,-1.14,-11.04,19,-66.53,7.32,-6,False
20,-22.56,19.7,629.04,-6.6,-4.43,-18.66,26.64,14.1,-11.04,-11.79,370,-44.53,-1.02,,False
20,-25.92,11,509.04,-7.18,-5.7,-28.66,25.34,18.6,-10.08,-6.99,25,-44.53,2.54,,False
2,-35.34,1.34,275.04,-11.1,-10.54,-5.66,16.54,0.98,-0.39,-11.1,42,-46.53,7.38,-7.06,True
20,-20.82,17.1,719.04,-8.37,-4.27,-18.66,28.74,13.4,-12,-11.19,210,10.47,-2.4,-7.47,True
2,-33.69,1.88,182.04,-10.01,-10.31,-5.66,16.52,1.28,-2.7,-11.52,12,-49.53,8.94,,True
2,-34.14,0.8,203.04,-12.26,-10.57,-3.66,16.26,1.54,0.96,-11.52,2,-78.53,8.42,,True
20,-26.58,12.2,749.04,-6.9,-5.05,-18.66,28.14,21.6,-11.01,-11.52,120,-74.53,4.08,-5.55,False
2,-37.44,1.76,236.04,-10.6,-9.55,-7.66,15.58,0.68,-0.78,-14.13,11,-51.53,7.92,,False
20,-24.36,12,359.04,-8.37,-7.33,-8.66,25.14,10.7,-8.91,-14.43,130,-144.53,1.8,-4.78,False
20,-19.14,10.3,299.04,-5.61,-4.34,-13.66,31.94,13.7,-16.17,-14.37,315,-54.53,-2.98,-6.14,False
20,-30.63,10.2,854.04,-7.36,-6.31,-8.66,31.74,12.6,-4.2,-17.94,175,-154.53,-1.24,,False
2,-38.64,1.52,248.04,-10.95,-9.76,-5.66,15.06,2.88,3.51,-16.38,13,-75.53,9.98,,False
20,-20.46,16.2,659.04,-6.93,-4.86,-8.66,29.14,15,-12.75,-12.42,275,-139.53,0.1,-4.7,False
2,-41.07,1.82,287.04,-11.4,-8.86,-7.66,15.58,3.26,1.41,-8.58,7,-41.53,9.9,,True
2,-39.18,0.2,197.04,-11.78,-8.84,-5.66,15.94,3.32,6.57,-10.14,33,-61.53,7.86,-5.1,False
2,-38.52,0.4,293.04,-11.59,-9.28,-7.66,15.8,2.98,3.6,-9.6,8,-48.53,10.64,,True
2,-37.68,1.66,254.04,-12.26,-8.84,-4.66,15.72,2.28,5.82,-12.33,10,-59.53,7.88,,False
20,-23.49,17.7,839.04,-6.57,-5.25,-18.66,25.34,20.5,-12.06,-6.66,150,40.47,0.52,,False
2,-35.19,1.42,215.04,-11.94,-9.12,-7.66,16.06,0.1,-0.24,-16.17,29,-48.53,7.26,,False
2,-39.39,1.88,242.04,-10.51,-9.23,-5.66,15.64,1.92,2.79,-14.76,5,-43.53,8.06,,True
20,-22.62,11.8,164.04,-7.21,-5.04,-13.66,25.54,14.1,-10.05,-9.66,180,-54.53,2.02,,False
2,-35.61,1.84,284.04,-16.13,-8.81,-5.66,15.46,0,-0.15,-11.28,8,-40.53,7.2,,False
20,-21.39,10.3,269.04,-7.91,-4.6,-18.66,28.24,12.8,-8.4,-10.56,25,15.47,-1.26,-4.01,False
20,-22.74,16.2,434.04,-7.23,-4.75,-18.66,25.44,27.4,-13.47,-9.42,295,-94.53,-0.46,-4.5,False
2,-38.49,1.48,257.04,-11.57,-9.93,-5.66,16.36,2.78,-1.35,-11.67,32,-65.53,8.9,-7.41,True
2,-34.14,1.58,173.04,-10.35,-8.67,-7.66,16.08,2.86,-1.89,-9.42,7,-47.53,8.62,,True
2,-36.9,1,314.04,-10.2,-9.16,-7.66,15.96,3.84,1.41,-11.49,53,-56.53,7.26,,False
20,-28.2,20.1,869.04,-6.64,-3.81,-18.66,30.64,20.5,-13.35,-10.95,320,-109.53,-0.54,-6.68,True
2,-41.46,0.24,167.04,-11.09,-8.82,-7.66,16.68,3.18,-1.83,-11.73,19,-46.53,7.36,,True
20,-20.58,15.7,599.04,-7,-5.05,-18.66,28.14,25.5,-10.95,-17.52,250,-44.53,1.38,,True
2,-38.37,0.46,173.04,-10.03,-8.85,-5.66,16.86,0.72,9.27,-10.41,7,-51.53,8.58,-5.97,True
2,-40.2,0.04,281.04,-11.37,-9.22,-7.66,15.94,1.62,0.42,-12.09,13,-48.53,7.56,-4.92,False
20,-22.26,15.8,524.04,-6.93,-4.64,-8.66,26.04,15.9,-11.31,-11.25,120,-114.53,-0.36,,False
2,-35.22,1.34,284.04,-10.73,-10.4,-5.66,16.04,3.2,-0.78,-13.47,10,-60.53,7.44,-6.75,False
2,-36.96,1.06,167.04,-10.52,-11.27,-5.66,15.74,2.86,-1.74,-10.5,18,-57.53,7.42,-5.67,False
20,-28.86,12,704.04,-7.45,-5.61,-18.66,32.64,15.5,-15.72,-10.29,230,25.47,-2.72,,True
2,-36.72,1.24,269.04,-11.6,-11.17,-7.66,16.52,1.9,-0.21,-10.32,11,-51.53,7.34,-7.71,True
2,-36.03,2.06,158.04,-10.14,-8.6,-5.66,16.4,1.14,1.71,-13.08,16,-75.53,6.24,,True
2,-36.42,1.26,176.04,-11.03,-9.69,-3.66,16.02,2.02,-1.92,-12.96,24,-75.53,8.92,,True
20,-28.77,16.6,734.04,-5.45,-5.45,-8.66,32.14,11.5,-15.21,-14.46,170,-64.53,-2.08,,True
20,-23.49,11.5,674.04,-5.51,-4.28,-28.66,32.94,19,-16.38,-7.38,260,-44.53,-2.46,-7.29,True
2,-45.06,1.18,188.04,-10.21,-8.85,-5.66,15.98,3.68,1.59,-10.35,5,-74.53,8.26,,True
20,-18.93,13.1,749.04,-5.05,-5.39,-18.66,33.74,15,-16.59,-11.19,215,-74.53,-2.62,-6.87,True
20,-19.83,10.1,509.04,-8.44,-3.52,-8.66,34.04,21.5,-11.4,-19.89,205,-69.53,-3.1,,True
2,-39.54,1.56,245.04,-10.53,-9.16,-5.66,14.9,3.36,8.67,-9.93,29,-40.53,7.38,-5.59,False
2,-35.22,1.4,224.04,-10.55,-11.54,-5.66,15.7,1.82,0.96,-13.47,10,-67.53,7.02,,False
20,-30.75,11.2,254.04,-6.88,-4.98,-8.66,25.64,12.1,-10.65,-14.88,320,-124.53,3.38,-3.38,False
20,-22.38,17.5,464.04,-6.63,-5.49,-18.66,25.54,21.2,-0.15,-7.32,185,15.47,3.5,-5.71,False
2,-37.98,1.5,281.04,-11.82,-11.12,-5.66,16.22,1.44,-0.6,-15.24,36,-69.53,7.16,-6.64,True
2,-37.65,0.68,164.04,-13.64,-9.44,-5.66,15.3,2.44,-1.32,-13.59,4,-44.53,8.7,,True
2,-36.54,1.62,233.04,-10.45,-10.13,-3.66,16.1,2.58,3.57,-11.43,4,-69.53,7.36,,True
20,-26.19,14.2,464.04,-7.77,-4.3,-18.66,27.84,18.4,-14.22,-9.87,10,-124.53,0.32,-6.04,True
20,-22.05,18.6,314.04,-6.51,-3.55,-8.66,29.64,10.5,-15.42,-21.36,185,-104.53,-1.28,-5.81,True
2,-36.3,0.96,251.04,-11.59,-11.66,-7.66,16.02,3.36,3.81,-11.13,61,-51.53,7.62,-6.14,False
2,-35.79,0.64,215.04,-10.61,-10.13,-7.66,16.44,2.04,7.02,-15.24,5,-57.53,10.2,-6.76,True
20,-27.69,10.2,734.04,-9.02,-8.65,-18.66,26.04,22.6,-7.59,-7.86,165,20.47,3.2,-3.75,False
20,-22.77,12.3,839.04,-6.55,-4.99,-28.66,29.14,17.8,-10.5,-8.85,60,-24.53,9.82,,False
10,-32.82,12.9,854.04,-9.9,-4.81,-18.66,25.84,12.1,-5.1,-15,260,-69.53,-0.5,,False
20,-29.31,14.2,449.04,-6.5,-8.71,-18.66,25.94,17.6,-10.59,-15.78,325,-74.53,-0.98,-4.67,False
20,-20.37,16.5,614.04,-5.03,-4.43,-18.66,31.64,11.1,-16.56,-13.62,335,-39.53,-1.16,-5.85,True
20,-21.84,15.9,539.04,-6.79,-7.64,-8.66,26.14,24.3,-14.13,-8.25,115,-74.53,-1.1,-4.49,False
2,-34.11,1.64,197.04,-10.54,-11.49,-5.66,16.54,1.12,9.21,-13.14,43,-46.53,7.92,,True
2,-36.6,0.52,260.04,-11.38,-9,-3.66,16.38,2.26,0.72,-15.63,9,-65.53,9.34,-4.6,False
2,-41.61,0.96,224.04,-11.78,-10.26,-5.66,16.46,1.72,-1.35,-18.45,2,-64.53,14.92,-6.71,True
20,-21.24,13.8,209.04,-6.68,-5.97,-18.66,26.34,15.3,-11.88,-23.19,325,-44.53,2.74,,False
20,-19.62,18.4,344.04,-5.78,-3.87,-8.66,30.54,12.5,-16.68,-15.66,305,-69.53,-2.26,-6.1,True
2,-36.75,0.14,230.04,-11.2,-10.41,-5.66,16.02,2.7,-1.23,-10.32,41,-49.53,7.8,,False
2,-35.73,1.2,182.04,-10.58,-9.43,-7.66,15.4,2.26,11.31,-10.53,4,-39.53,11.08,-6.31,True
2,-34.74,1.62,227.04,-11.94,-9.13,-7.66,15.84,3.98,1.86,-9.81,24,-57.53,7.38,,True
2,-36.42,1.08,254.04,-11.13,-9.22,-7.66,16,2.52,2.28,-11.19,62,-47.53,7.54,,False
20,-21.27,20,734.04,-5.57,-3.87,-18.66,27.74,12.3,-15.63,-6.99,15,-114.53,-0.6,-6.61,True
20,-28.53,10.1,629.04,-7.77,-7.4,-18.66,25.24,28.1,-1.92,-12.78,340,-134.53,5.36,-3.12,False
20,-26.25,18.8,809.04,-5.77,-4.18,-28.66,27.84,17.8,-15.36,-7.44,225,-4.53,2.62,,True
2,-39.54,0.8,281.04,-10.96,-9.05,-7.66,15.74,1.14,0.96,-20.52,12,-48.53,8.1,-5.22,False
2,-35.01,1.76,236.04,-11.94,-8.9,-5.66,14.88,3.86,0.69,-9.93,11,-40.53,8.88,-5.96,True
2,-34.83,0.82,257.04,-10.28,-8.73,-5.66,16.42,3.5,-1.77,-13.11,5,-58.53,8.36,-6.18,True
2,-38.22,1.88,254.04,-10.57,-10.56,-5.66,15.36,3.18,3.48,-14.7,9,-42.53,8.16,-7.06,True
20,-34.47,14,674.04,-6.85,-8.44,-18.66,25.34,23.9,-9.24,-6.39,35,-159.53,1.96,,False
20,-21.81,16.6,314.04,-6.14,-4.45,-18.66,26.74,14.2,-15.93,-5.49,55,20.47,-0.62,-4.6,False
2,-34.86,1.16,173.04,-13.3,-9.21,-5.66,16.1,2.68,8.01,-14.61,19,-60.53,8.82,,True
2,-39.78,1.24,263.04,-10.9,-8.92,-5.66,16.56,3.18,5.1,-9.24,4,-41.53,9.4,,True
20,-21.18,16.8,764.04,-5.58,-3.52,-8.66,34.64,11.3,-17.19,-12.9,295,-124.53,-1.34,-5.9,False
20,-28.8,10.3,389.04,-6.48,-5.4,-18.66,28.54,15.8,-11.1,-20.25,325,-69.53,1.5,-5.88,False
2,-34.02,1,221.04,-11.95,-8.71,-7.66,16.64,3.38,0.27,-15.87,30,-42.53,10.38,-6.34,True
2,-33.63,1.96,200.04,-10.48,-10.48,-5.66,16.42,2.1,-1.11,-10.98,33,-48.53,11.2,-6.56,True
20,-27.12,14.9,209.04,-5.68,-4.25,-18.66,30.14,12.8,-6.54,-10.32,225,-64.53,-3.58,,True
20,-22.23,17.5,809.04,-6.33,-5.58,-18.66,27.54,23.2,-11.91,-10.08,330,-89.53,-1.34,,False
2,-36.12,0.8,185.04,-10.84,-9.47,-7.66,16.48,0.88,-0.24,-11.22,50,-58.53,7.16,-6.76,True
20,-18.54,12.8,509.04,-4.78,-3.39,-8.66,34.54,10.8,-16.89,-13.56,125,-144.53,-3.4,-6.35,True
2,-38.04,1.16,179.04,-10.28,-9.24,-5.66,16.06,0.48,0.33,-12.51,19,-72.53,6.74,,True
20,-21.33,13.1,284.04,-5.92,-4.05,-18.66,29.64,18.1,-10.59,-6.75,140,-44.53,-2.22,,True
20,-21.39,14,284.04,-6.16,-5.23,-8.66,26.04,10.4,-14.22,-14.25,120,-149.53,-1.42,-4.03,False
2,-34.53,1.06,161.04,-11.88,-9.21,-7.66,15.78,3.78,4.26,-12.45,42,-48.53,8.9,,True
20,-30.33,12.8,659.04,-6.13,-5.19,-28.66,27.84,19.5,-12.66,-13.29,185,-29.53,-0.92,-5.85,False
20,-20.37,13.2,299.04,-5.59,-5.84,-18.66,28.94,12.5,-14.01,-10.86,285,5.47,-2.76,,True
2,-41.85,1.14,284.04,-10.38,-9.68,-5.66,16.54,0.64,1.98,-11.19,6,-63.53,12.54,-5.86,False
20,-24.06,15.9,854.04,-9.3,-7.43,-28.66,26.04,29.3,-10.86,-9.36,285,-29.53,0.06,-5.41,False
2,-54.48,0.46,266.04,-11.27,-8.95,-5.66,16.52,1.92,-0.03,-10.53,5,-77.53,7.82,,False
20,-20.07,16.7,344.04,-10.54,-4.35,-18.66,26.74,18.6,-13.14,-9.75,320,-44.53,0.16,,False
2,-40.89,2,164.04,-10.32,-9.04,-5.66,15.46,0.36,6.06,-11.25,4,-58.53,10.48,-6.18,True
20,-32.61,11.5,569.04,-6.42,-6.72,-18.66,27.44,13.8,-11.34,-17.79,360,-19.53,-0.24,-5.54,False
20,-26.88,11.3,419.04,-7.9,-5.98,-28.66,29.04,12.7,-5.52,-12.12,390,-14.53,-1.12,-4.15,False
20,-27.87,10.6,254.04,-6.65,-7.59,-18.66,26.94,15.8,-13.05,-13.5,240,-44.53,0.06,-5.08,False
2,-36.87,1.82,281.04,-12.18,-14.27,-7.66,15.76,0.94,2.64,-20.52,4,-54.53,9.04,-6.03,False
20,-25.38,11,584.04,-7.49,-4.66,-18.66,30.74,23.5,-14.1,-5.94,215,-34.53,-1.46,,True
10,-23.4,12.8,374.04,-5.39,-4.51,-28.66,27.54,15.9,-16.35,-7.92,355,-14.53,-1,-7.75,True
20,-18.84,15.7,839.04,-6.17,-3.59,-8.66,32.74,15,-16.74,-12.51,350,-144.53,-0.9,-4.3,False
20,-30.3,13,689.04,-7.89,-7.2,-8.66,25.94,10.6,-7.17,-14.19,95,-119.53,0.6,-4.84,False
20,-27.33,17.4,869.04,-5.02,-4.59,-8.66,32.04,16.8,-6.63,-18.78,270,-84.53,-3.16,,False
20,-22.14,18.6,659.04,-7.59,-5.05,-3.66,29.74,15.9,-14.31,-9.21,5,-124.53,2.36,-6.22,True
2,-36,0.82,299.04,-10.86,-9.5,-5.66,15.82,2.6,0.15,-11.67,6,-64.53,16.84,,False
20,-27.84,14.7,644.04,-7.29,-5.71,-18.66,28.24,18,-13.62,-6.66,75,-24.53,1.42,,False
2,-36.87,1.36,278.04,-12.89,-10.74,-5.66,16.16,1.34,-1.71,-10.92,31,-49.53,8.94,-5.14,False
20,-20.97,16.1,269.04,-7.61,-3.35,-18.66,30.64,13.6,-16.47,-19.38,235,-159.53,-0.62,,True
2,-37.77,1.8,263.04,-11.57,-8.75,-7.66,16.34,2.2,0.42,-10.5,76,-42.53,9.3,-6.54,True
20,-19.8,12.3,359.04,-6.28,-6.94,-18.66,30.74,17.3,-14.43,-11.52,325,-84.53,0.48,-4.67,False
2,-35.46,1.24,269.04,-10.95,-9.17,-5.66,15.26,2.1,-0.81,-11.28,23,-45.53,21.12,,False
20,-20.52,14.8,659.04,-7.49,-4.21,-28.66,30.14,19,-14.55,-6.96,265,-44.53,-2.64,,True
20,-25.11,11.4,794.04,-8.8,-8.65,-18.66,27.24,23,-10.53,-14.61,10,-64.53,1.1,-4.37,False
20,-28.41,15.3,764.04,-7.94,-6.16,-28.66,24.04,12.7,-9.66,-13.59,200,25.47,2.38,-4.49,False
20,-26.25,17.2,824.04,-5.96,-6.92,-18.66,26.94,19.2,-12.87,-16.53,50,-129.53,-1.18,-4.81,False
2,-35.97,0.94,245.04,-11.23,-9.25,-6.66,15.58,4.06,1.08,-10.29,46,-59.53,12.48,,False
20,-25.86,13.5,869.04,-7.06,-8.46,-18.66,26.24,13.1,-4.56,-12.21,130,-119.53,5.9,-4.38,False
20,-23.49,13,599.04,-6.16,-6.79,-18.66,27.74,19.1,-12.84,-6.87,30,-94.53,-0.82,-5.26,False
2,-35.85,1.24,194.04,-11.52,-9.75,-5.66,15.5,2.52,4.86,-10.29,2,-78.53,9.08,,False
2,-37.44,0.42,266.04,-11.61,-9,-7.66,16.3,1.1,-1.17,-11.7,10,-55.53,7.34,,False
20,-22.29,17.2,479.04,-7.78,-4.7,-18.66,24.94,10.6,-13.11,-14.34,140,-74.53,-1.4,-4.04,False
20,-21,14.8,524.04,-6.1,-4.24,-18.66,28.94,19.3,-11.16,-15.87,15,-144.53,-1.18,,True
2,-35.19,0.66,275.04,-12.09,-10.36,-7.66,16.6,3.06,0.87,-11.31,15,-53.53,9.94,,True
2,-36.15,0.22,248.04,-10.18,-9.25,-7.66,16.3,3.76,0.66,-11.82,1,-57.53,14.96,-6.39,True
20,-30.75,14.8,374.04,-6.26,-5.34,-18.66,24.54,13.3,-9.03,-11.04,280,-74.53,3.44,-5.75,False
2,-36.21,1.4,227.04,-10.01,-15.01,-5.66,16.62,0.52,0.9,-11.01,48,-40.53,10.32,-7.38,True
20,-23.64,14.7,374.04,-5.92,-4.39,-18.66,29.04,10.6,-14.7,-8.4,200,0.47,-1.24,-6.83,True
20,-20.49,18.5,149.04,-5.76,-4.53,-8.66,31.44,10.2,-9.3,-11.73,130,-139.53,-4.4,-7.55,True
2,-34.71,1.82,206.04,-12.37,-9.55,-5.66,15.36,3.78,-0.69,-9.3,20,-42.53,8.76,,True
2,-38.88,1.08,239.04,-12.19,-9.72,-5.66,16.1,3.36,-1.32,-10.77,61,-42.53,7.68,,False
2,-35.37,0.74,221.04,-10.29,-9.27,-3.66,16.2,2.34,11.4,-13.86,10,-64.53,9.2,,False
20,-24.33,13.4,749.04,-6.58,-11.01,-28.66,28.04,14.8,-9.78,-12.99,90,20.47,2.38,-5.77,False
2,-35.97,1.9,188.04,-9.69,-8.43,-3.66,16.7,1.98,-0.93,-12.36,62,-60.53,7.66,,True
20,-32.97,13.5,794.04,-6.71,-6.1,-8.66,27.14,28.5,-10.38,-10.08,380,-64.53,4.74,-4.96,False
10,-20.34,11.4,329.04,-6.06,-6.22,-18.66,26.54,10.7,-4.2,-7.86,195,35.47,3.58,,True
20,-23.07,10.7,539.04,-7.4,-5.03,-18.66,27.94,18.4,-11.1,-9.6,135,-19.53,9.16,,False
20,-24.93,11.1,374.04,-8.35,-7.37,-8.66,24.84,23.1,-6.54,-16.2,355,-114.53,4.38,-4.16,False
2,-35.4,1.12,170.04,-10.27,-8.87,-5.66,16.68,2.52,-2.37,-10.62,26,-62.53,6.76,,True
2,-34.35,1.28,236.04,-10.38,-8.8,-3.66,15.86,1.08,1.11,-11.97,3,-66.53,8.74,-4.75,False
20,-25.92,12.2,809.04,-7.53,-6.12,-8.66,26.14,19.7,-9.12,-15.18,330,-149.53,9.6,,False
2,-36.51,0.36,194.04,-12.07,-9.05,-5.66,15.86,1.86,-1.38,-11.19,15,-53.53,7.1,-5.3,False
20,-21.51,13.4,509.04,-7.17,-4.65,-18.66,29.14,11.8,-15.75,-12.09,290,-119.53,3.42,,False
20,-32.64,17,644.04,-7.8,-5.73,-28.66,24.74,12.8,-10.53,-13.56,330,20.47,-0.24,-4.31,False
2,-33.93,1.78,188.04,-10.86,-8.56,-7.66,16.46,3.12,-2.13,-15.09,45,-58.53,7.5,,True
20,-22.14,11.4,824.04,-6.25,-8.01,-8.66,30.44,19.4,-12.54,-15.54,130,-139.53,-0.22,,False
20,-22.47,10.4,344.04,-8.56,-5.13,-8.66,27.74,16.7,-10.62,-13.59,235,-64.53,-1.2,,False
2,-34.29,1.04,296.04,-10.8,-9.63,-7.66,16.44,3.66,4.41,-10.32,8,-53.53,7.54,,True
2,-42.27,1.78,206.04,-10.86,-11.02,-7.66,15.56,3.18,-1.5,-8.73,7,-44.53,8.3,,True
2,-36.06,0,206.04,-10.82,-12.28,-3.66,16.38,2.58,1.77,-18.27,4,-72.53,13.66,-5.18,False
20,-22.29,18,839.04,-12.52,-4.36,-18.66,27.54,16.4,-8.22,-9.54,250,-24.53,4.42,,False
2,-37.5,1.16,236.04,-10.54,-9.11,-5.66,16,3.64,-1.5,-11.34,16,-56.53,7.38,,True
20,-29.1,11.8,449.04,-7.32,-5.87,-8.66,26.84,27.1,-13.17,-8.61,190,-139.53,0.2,,False
2,-50.1,0.14,194.04,-10.26,-9.37,-5.66,16.22,0.02,0.15,-15.24,7,-46.53,8.44,,False
20,-22.17,14,704.04,-7.34,-6.88,-8.66,28.04,29.8,-9.9,-9.45,235,-79.53,-1.12,,False
20,-29.34,16.8,269.04,-5.22,-4.89,-8.66,28.44,13.7,-15.15,-11.82,85,-104.53,-3.12,,True
20,-24.57,17.8,374.04,-6.98,-8.58,-8.66,27.74,12.4,-15.06,-17.79,145,-154.53,-2.66,-5.38,False
20,-22.17,13.1,254.04,-6.68,-5.21,-18.66,28.04,26.5,-15.72,-10.47,325,15.47,-1.32,,True
20,-19.32,15,389.04,-5.27,-4.72,-18.66,29.04,14.8,-13.92,-8.94,245,-44.53,-2.06,-5.64,True
2,-41.37,1.54,281.04,-11.76,-8.72,-7.66,16.52,3.16,4.95,-10.59,66,-41.53,8.98,,True
20,-26.16,19.8,644.04,-6.22,-4.16,-18.66,27.04,11.9,-11.1,-9.81,235,5.47,-1.18,-6.5,True
20,-24.18,12.6,329.04,-6.51,-5.09,-8.66,26.84,27.4,-11.34,-6.81,170,-94.53,-0.36,-5.28,False
2,-36,1.7,251.04,-10.51,-9.39,-5.66,14.8,3.24,2.55,-10.65,8,-75.53,9.58,,False
2,-35.07,0.48,260.04,-11.3,-12.64,-7.66,16.5,3.24,-0.57,-10.95,49,-50.53,7.04,,False
2,-38.04,0.94,284.04,-10.47,-8.92,-4.66,16.5,0.82,4.89,-11.46,0,-60.53,10.88,,False
20,-27.99,11,584.04,-7.44,-5.85,-18.66,26.64,20.5,-10.62,-5.61,90,5.47,1.22,-5.31,False
20,-21.33,14.1,824.04,-9.28,-4.8,-18.66,30.34,20.2,-12,-9.48,200,-79.53,-1.14,-6.18,True
2,-36.69,0.36,284.04,-10.61,-10.59,-7.66,15.76,0.98,2.07,-10.59,2,-44.53,8.26,-5.35,False
2,-34.68,1.94,209.04,-9.93,-8.67,-7.66,16.52,3.06,-2.4,-9.39,9,-48.53,11.34,,True
20,-20.46,16.7,179.04,-6.4,-4.73,-18.66,25.04,26.6,-13.77,-11.43,360,-99.53,-1.1,,False
20,-32.49,16.3,824.04,-7.85,-5.92,-8.66,26.14,19.2,-10.05,-7.35,135,-59.53,1.98,,False
20,-25.44,15.8,779.04,-6.94,-6.63,-18.66,25.34,12,-5.64,-6.57,195,25.47,0.38,,False
20,-28.59,17.2,719.04,-8.12,-4.51,-28.66,28.84,11.7,-15.45,-8.1,350,40.47,-0.86,,True
20,-22.02,12.8,764.04,-5.07,-4.03,-28.66,33.04,12,-16.29,-7.5,200,-4.53,0.54,,True
20,-27.21,10.9,584.04,-6.89,-7.23,-8.66,26.34,16.5,4.14,-13.2,125,-124.53,1.3,,False
2,-35.79,1.2,209.04,-11.84,-9.41,-5.66,16.66,1.2,3.6,-10.65,7,-48.53,7.1,-6.35,True
20,-19.29,13.3,299.04,-5.11,-4.17,-28.66,30.24,16.7,-14.13,-8.04,190,-49.53,-1.94,-7.18,True
20,-23.97,10.2,524.04,-8.76,-6.15,-18.66,27.44,29.5,-7.5,-6.15,85,-74.53,1.46,,False
20,-21.96,13.9,344.04,-5.87,-6.62,-18.66,27.74,15.6,-14.67,-8.67,95,-124.53,-0.88,-6.91,True
2,-34.2,1.4,269.04,-10.41,-11.55,-5.66,16.18,2.56,-1.77,-11.79,17,-52.53,7.42,-5.57,False
2,-34.8,0.3,224.04,-10.8,-10.95,-7.66,16.42,1.66,-0.3,-10.77,41,-54.53,8.6,,False
20,-23.43,10.3,329.04,-8.03,-5.19,-18.66,26.54,24.8,-10.29,-5.79,125,-79.53,5.7,,False
20,-24.57,17.1,884.04,-6.24,-5.26,-18.66,27.04,10.5,-8.73,-6.84,170,10.47,1.6,,False
0,-47.31,1.8,254.04,-11.88,-9.34,-7.66,16.4,1.32,-1.29,-11.94,50,-53.53,6.52,,True
20,-20.94,19.4,689.04,-7.2,-3.51,-18.66,29.94,11.1,-14.16,-11.19,330,-49.53,-2.62,,False
20,-19.77,18.5,644.04,-4.96,-6.47,-8.66,30.04,12,-17.31,-19.14,250,-139.53,2.22,-4.38,False
2,-49.8,1.84,266.04,-12.94,-9.11,-5.66,16.52,2.14,-1.68,-11.25,3,-74.53,16.64,-6.7,True
2,-35.16,0.58,242.04,-11.38,-10.03,-5.66,16.22,1.72,-1.17,-13.92,27,-56.53,10.88,,False
2,-34.38,0.34,230.04,-13.76,-9.05,-7.66,16.38,1.58,1.41,-11.22,3,-47.53,7.82,,True
2,-47.4,0.36,266.04,-10.57,-9.83,-5.66,15.76,3.68,1.41,-10.11,39,-49.53,8.6,-5.33,False
20,-21.6,15.9,359.04,-7.69,-4.79,-18.66,25.54,11.7,-14.55,-7.62,85,-69.53,-1.4,-5.22,False
20,-19.86,18.5,344.04,-5.72,-5.83,-18.66,25.94,19.7,-16.11,-14.31,365,-119.53,-0.56,-5.95,False
20,-25.44,10.1,149.04,-7.09,-5.13,-8.66,25.84,16.6,-8.55,-9.93,110,-59.53,1.24,-4.07,False
20,-19.5,13.1,329.04,-4.82,-4.4,-18.66,32.44,14.9,-17.73,-14.43,175,-129.53,-2.78,-7.69,True
2,-33.78,1.58,164.04,-10.91,-12.24,-5.66,16.06,2.06,1.89,-12.87,14,-45.53,8,,True
20,-20.79,17,254.04,-5.75,-6.47,-18.66,27.14,15.4,-10.38,-11.67,195,-94.53,-3,,True
2,-37.92,1.82,176.04,-9.94,-9.35,-7.66,15.76,1.08,-1.98,-14.13,30,-56.53,8.22,,True
20,-23.52,13.2,734.04,-6.2,-6.39,-18.66,27.94,27.3,-13.26,-8.82,100,-149.53,0.72,-5.28,False
20,-21.69,16.5,479.04,-5.99,-4.77,-28.66,26.14,18.6,-9.9,-5.94,200,45.47,0.02,,False
2,-35.46,0.76,239.04,-10.84,-9.63,-5.66,16.34,2.04,-0.57,-12.27,34,-52.53,6.96,,False
20,-21.51,16.1,569.04,-7.84,-4.92,-8.66,27.44,14,-4.71,-12.15,220,-59.53,-2.04,,False
2,-35.28,1.62,272.04,-11.79,-8.89,-7.66,16.6,4.08,0.3,-16.35,35,-48.53,13.66,,True
20,-19.86,12.8,404.04,-6,-9.13,-18.66,29.44,11.5,-12.39,-6.21,50,0.47,-2.48,-6.65,True
20,-23.61,11.7,374.04,-5.71,-4.9,-28.66,28.24,15.9,-12.84,-6.36,180,-29.53,-1.86,,True
2,-39.75,0.18,248.04,-10.87,-9.2,-5.66,16.68,1.44,-1.77,-14.85,33,-43.53,8.02,-5.07,False
20,-27.12,14.1,809.04,-7.25,-5.37,-8.66,27.74,27.6,-11.55,-10.38,110,-149.53,3.28,,False
2,-35.82,1.18,200.04,-10.48,-10.55,-3.66,15.54,3.98,0.15,-13.44,25,-76.53,7.4,-6.28,False
20,-20.46,14.2,224.04,-7.18,-6.73,-18.66,29.54,11,-11.88,-10.17,115,-84.53,-1.46,,True
20,-32.4,19.5,584.04,-5.87,-3.98,-8.66,26.84,16.4,-13.77,-9.66,15,-129.53,6.38,,True
2,-34.35,1.98,260.04,-10.19,-9.22,-3.66,16,3.1,1.44,-16.83,1,-79.53,6.8,,True
20,-21.3,18.2,854.04,-8.61,-6.43,-18.66,27.14,10,-13.59,-12.3,215,-69.53,-0.62,,False
20,-21.75,18.3,179.04,-5.64,-5.13,-18.66,24.04,15.5,-14.13,-7.86,260,-14.53,-0.16,,True
2,-38.4,1.54,212.04,-13.24,-8.7,-7.66,16.24,1.12,6.42,-11.64,71,-50.53,8.18,,True
