F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,Target
97.78,3,0.03,UK,-2.31,1044.78,1856.88,-8.47,11.08,328.41,-356.88,9.36,8.69,8,Medium,26645.52,1174.1
74.06,9,5.52,UK,-23.67,1413.95,1491.92,-12.18,1.24,214.92,-421.17,6.3,25.74,6,High,18686.26,235.33
45.37,9,111.63,Europe,2.91,1251.07,1149.78,-12.43,1.16,283.84,-387.09,7.53,20.2,6,Very low,6304.4,0
44.62,12,40.5,Rest,2.76,1527.25,221.6,-13.18,12.44,277.8,-537.87,10.23,22.86,12,Low,18547.92,1535.38
85.43,6,0.18,Europe,-22.95,1738.28,1201.9,-12.09,2.06,283.7,-309,0.51,21.35,6,Very high,28658.72,0
79.89,21,0.99,UK,-6.63,1296.27,247.64,-8.1,23.8,264.19,-413.94,11.76,23,10,Very low,17081.22,2102.07
121.31,12,0,Europe,13.32,1501.9,1372.8,-4.7,3.4,272.64,-263.94,31.8,21.85,6,Low,8390.12,0
134.9,18,1.08,UK,0.9,1252.1,1203.28,-9.61,5.52,308.22,-400.32,20.52,20.28,6,High,16441.54,923.31
93.95,9,0.03,Europe,7.29,809.47,490.82,-10.84,6.72,307.38,-389.64,1.74,18.38,18,High,19156,2838.96
77.97,9,0.09,USA,-25.74,1501.09,814.98,-8.94,7,240.36,-414.84,9,20.55,12,Medium,13331.38,2771.1
113.35,9,5.61,USA,-3.6,1142.31,1188.6,-9.17,5.28,254.76,-336.72,18.78,18.91,8,Low,16066.6,1321.36
131.01,15,5.79,USA,-7.8,1090.26,533.96,-11.18,11.98,263.36,-398.31,35.13,20.14,8,Medium,15661.58,3774.55
115.76,0,133.65,Europe,-1.92,1774.72,1195.16,-10.85,2.92,299.48,-436.2,14.76,17.56,14,Medium,15620.16,2253.52
135.84,6,0,Rest,-9.03,1688.92,1258.72,-15.6,27.46,261.94,-431.01,7.05,20.46,4,Low,46936.46,1068.12
86.69,21,0.39,Rest,-18.18,1132.92,724.7,-11.93,7.14,274.75,-594.33,17.88,21.28,4,High,1700.64,1265.23
28.58,15,673.92,Europe,-7.89,1328.46,451.24,-9.87,5.4,316.47,-296.61,7.2,17.97,4,Medium,12416.28,0
156.49,12,6.78,USA,9.66,1367.6,519.08,-5.34,3.68,276.21,-472.98,10.98,27.1,6,Very high,25133.24,3176.68
86.87,9,0.96,USA,-4.05,1211.27,413.98,-11.26,6.34,281.58,-251.25,19.11,30,6,Very high,18264.7,2544.04
88.62,15,0,Rest,-7.05,1063.54,2014.96,-13.93,2.3,249.99,-313.74,6.78,19.08,6,Very high,13614.92,0
101.1,12,0.57,Europe,-21.51,1262.69,983.68,-5.33,14.08,259.28,-303.15,33.48,15.07,2,Low,34832.72,2115.61
54.57,21,1318.56,USA,-7.02,2065.58,1107.08,-11.25,7.44,274.96,-272.79,20.97,24.9,8,Very high,14069.74,0
68.04,12,5.94,USA,-9.09,1175.97,1128,-8.54,10.78,271.58,-347.64,4.8,24.4,8,Very low,23664.72,340.67
134.49,18,0.3,UK,-24.51,1277.68,679.46,-7.35,10.46,284.34,-269.91,6,18,12,High,20430.72,668.66
124.16,12,0,UK,10.05,1491.65,1591.42,-10.4,6.86,299.53,-398.01,12.12,21.04,10,Very low,10961.58,287.98
74.1,15,0.36,Europe,-15.12,1851.95,1762.66,-8.35,1.06,371.14,-379.11,4.53,16.65,14,High,15794.56,0
87.98,12,123.3,Europe,0.27,1161.45,824.96,-8.15,3.42,302.69,-229.77,9.57,19.29,8,Very high,5580.68,0
95.78,6,0.33,UK,-14.76,1354.13,2282.34,-7.1,4.54,346.52,-256.47,9.33,15.88,4,Very high,14095.68,0
93.48,12,0.15,UK,-8.01,1289.29,1283.64,-16.46,1.58,265.95,-399.9,18.93,24.81,6,Very low,18226.88,261.47
100.84,3,27.15,UK,-23.52,2310.06,283.96,-11.05,3.6,275.42,-334.95,2.88,21.98,14,Low,13638.08,180.2
73.12,18,0.42,USA,-13.26,1482.46,1106.94,-7.82,15.18,264.03,-511.35,2.73,14.87,8,Very low,16593.56,1692.4
74.15,6,1.23,UK,-16.32,1335.36,1884.54,-7.53,7.12,288.7,-365.43,1.53,19.49,2,High,6524.24,0
117.73,9,0.03,UK,10.62,1293.52,970.76,-12.1,5.72,281.41,-428.91,2.67,15.69,8,High,7695.38,1051.99
128.47,9,0.03,Europe,-15.63,1484.82,1287.28,-9.36,8.22,262.13,-372.72,5.79,14.74,4,Medium,16093.94,0
95.32,9,1.68,Europe,-21.18,1047.23,931.94,-6.19,11.54,314.23,-406.38,17.22,20.13,6,Very high,20654.38,2817.77
79.68,24,125.34,USA,-4.47,1378.62,1552.42,-11.04,7.06,236.95,-363.78,4.89,22.01,2,Medium,20148.14,0
88.48,9,4.95,Rest,1.05,1366.33,1395.76,-6.41,8.44,210.42,-337.56,15.36,19.84,12,Very low,22322.5,312.91
154.36,12,0.72,USA,-16.98,1700.61,3081.12,-12.83,7.84,252.47,-536.16,10.8,20.36,4,Very low,28163.38,0
106.62,15,0,Rest,-3.87,1559.22,2122.68,-10.7,13.82,250.66,-393.81,4.47,21.8,14,Medium,-3251.54,248.81
85.04,12,5.97,UK,-16.92,1178.56,1126.98,-11.68,6.86,254.31,-447.15,22.65,19.77,14,Medium,17165.84,2165.69
81.02,21,0.15,USA,-19.92,1629.44,1471.8,-14.51,1.34,275.91,-310.17,6.36,13.12,14,Medium,14775.88,0
135.1,15,0.42,UK,-11.82,1827.31,-446.94,-10.84,10.24,257.39,-185.28,23.43,21.19,8,High,20692.06,959.7
98.8,18,2.55,Europe,-8.22,1279.73,1386.26,-11.47,2.64,225.21,-269.76,14.58,22.7,12,Low,20747.16,0
84.37,6,0.03,USA,-11.25,1670.08,949.74,-10.82,9.98,255.46,-340.38,6.12,15.43,0,Low,-278.22,0
76.81,9,0.27,USA,3.54,1016.39,779.98,-10.11,6.34,276.82,-388.47,16.26,20.29,18,High,38703.16,3760.66
132.92,12,3.57,Europe,-14.91,1445.34,1781.56,-5.72,2.56,296.29,-460.71,4.8,11.13,8,Very low,20275.16,0
123.73,6,0.48,UK,-2.52,1719.21,1234.58,-10.58,17.2,314.47,-427.74,17.55,18.81,10,High,23691.52,2260.73
114.33,21,160.11,UK,0.42,1267.98,109.4,-11,11.26,317.89,-222.06,29.1,22.51,4,Low,30027.34,683.84
106.51,12,23.34,Europe,6.87,1202.71,1327.58,-11.53,15.86,311.13,-342.33,22.86,20.26,12,Very low,29724.24,2418.52
70.26,15,0.6,UK,-1.59,1486.96,1361.42,-7.34,0.76,352.77,-381.69,8.07,20.62,10,Low,22857.22,0
122.67,6,43.77,Rest,-14.55,1590.92,1018.92,-12.99,5.64,218.94,-382.5,5.4,24.5,4,High,23462.36,186.33
97.49,6,1.05,Europe,-11.52,1329.26,1041.62,-4.16,4.86,265.52,-322.56,17.64,21.52,4,High,15631.4,1075.23
120.85,18,0.06,Rest,-1.23,2060.13,492.62,-16.41,2.94,280.86,-330.12,2.22,20.33,6,Medium,16062.56,0
122.67,24,0.03,Europe,3.72,1497.82,1124.18,-14.21,5.7,279.25,-333.66,4.71,16.88,4,High,21166.08,0
48.32,24,14.28,USA,-10.86,1206.43,752.08,-10.55,1.6,267.77,-297.36,9.45,17.13,4,Low,19834.9,0
106.99,27,0.42,Europe,1.71,1556.18,1463.24,-8,6.56,315.21,-391.2,16.38,21.94,8,Medium,-4444.82,0
127.24,24,81.36,Rest,-9.42,1017.88,1428.08,-5.21,5.18,207.75,-422.91,7.5,22.23,6,Low,9518.06,0
101.76,9,8.76,UK,-18.48,1920.54,420.54,-13.79,4.9,249.89,-358.47,11.34,28.01,2,Medium,22141.24,79.01
97.83,6,0,UK,-2.67,1185.4,1292.98,-10.05,19.88,282.02,-489.99,0.84,25.99,6,High,14374.62,2300.05
121.95,24,2.13,Europe,-5.97,1612.34,1086.3,-8.09,6.76,331.51,-511.05,31.41,20.06,12,Very low,-8903.14,2173.32
119.62,9,0.03,Europe,-1.44,1653.91,1470.2,-9.48,17.88,219.17,-370.56,4.92,22.49,10,Very high,9823.02,2186.52
92.82,15,5.67,USA,-15,1265.57,-424.06,-7.37,4.94,245.17,-308.13,3.69,18.54,8,Low,17059.48,616.53
133.21,18,6.18,USA,-12.42,1650.69,1370.36,-8.57,7.8,228.34,-222.39,15.69,9.2,6,High,14554.28,0
71.02,9,28.02,Rest,-14.94,1449.6,789.64,-13.35,12.48,251.97,-310.92,14.07,21.21,2,Medium,9928.38,321.58
126.48,12,1.68,USA,6.24,1125.35,-597.78,-13.33,11.52,286.55,-404.91,19.02,14.18,4,Very low,-14935.88,3679.04
93.9,12,1.35,Rest,3.57,1535.23,1343.12,-6.24,3.56,260.82,-423.84,10.41,14.83,6,Low,16284.64,46.87
63.95,12,6.39,Europe,-7.53,1654.13,669.12,-8.01,5.68,329.56,-521.58,15.84,20.21,10,Low,-5114.56,2364.4
90.54,12,0,Rest,-12.03,1152.69,574.54,-16.53,4.2,258.36,-320.46,14.58,23.39,6,Very high,17007,552.5
139.98,9,3.66,USA,-4.86,1597.89,1061.7,-6.74,20.14,250.78,-356.34,24.27,14.51,8,Medium,20188.48,3665.47
60.05,15,3.3,USA,-10.35,1220.23,2106.38,-8.23,8,168.82,-300.03,3.9,12.78,12,Very high,25489.26,51.91
79.33,18,0.21,Rest,-21.03,1229.69,784.74,-4.51,4.86,329.19,-260.19,20.64,23.9,0,Very high,13496.86,70.56
100.22,6,4.65,Rest,-16.95,1740.85,1004.82,-10.07,2.58,291.59,-332.58,17.64,20.47,4,Very high,19520.04,225.58
117.11,24,0.24,Rest,-6.48,1134.91,151.28,-10.91,15,278.36,-386.88,16.5,14.58,6,Very low,14238.86,659.43
116.85,12,14.82,Europe,-6.63,897.69,1495.76,-4.5,7.28,278.81,-352.11,5.49,17.3,2,Very high,13330.1,312.47
123.28,3,2.43,USA,-10.95,855.55,936.84,-7.44,20.3,292.98,-388.56,14.82,17.73,4,Very low,25306.78,3727.63
140.69,12,2.76,USA,3.93,1662.82,414.84,-5.2,4.54,301.36,-574.71,11.76,20.08,10,High,25151.84,3666.01
51.75,6,0.12,UK,-7.95,1374.33,1579.86,-15.53,7.88,293.3,-370.56,3.66,20.32,6,Very low,18229.7,0
51.32,6,101.79,Rest,0.33,1653.89,869.28,-9.83,3.96,274.3,-413.49,15.3,20.91,6,Very low,-3744.88,233.1
103.14,24,0.03,UK,-9.45,1052.79,1016.54,-3.63,4.32,165.46,-353.94,15.15,22.63,12,Very high,18518.82,964.09
113.32,15,0.66,Europe,3.54,1874.53,1020.12,-12.19,10.38,272.3,-416.58,1.71,19.35,10,Very low,29500.7,0
69.28,6,957.06,Europe,16.71,945.19,53.74,-12.13,5.3,297.94,-202.17,2.31,26.12,2,Medium,17370.32,0
136.04,3,20.67,USA,-5.94,1731.95,316.32,-12.66,3.04,292.19,-409.95,9.96,22.26,8,Low,17311.38,1694.88
81.75,12,224.19,USA,5.91,1376.35,490.44,-13.12,1.76,165.66,-483.39,15.27,20.98,10,Very low,5482.04,2428.75
90.21,9,1.29,Rest,-5.07,1688.38,416.04,-9.47,13.7,264.39,-201.09,13.29,21.3,8,Very high,21301.92,460.81
106.87,15,0.21,Europe,-10.74,1519.31,1106.98,-7.26,13.24,253,-475.56,5.67,15.08,8,Medium,25623.66,1870.88
95.95,3,5.85,UK,-0.9,1245.26,1274.88,-11.8,6.56,297.46,-222.03,10.74,28.76,6,Medium,12362.72,133.95
149.48,6,8.85,Rest,-11.67,1628.59,912.46,-8.18,10.82,244.57,-484.26,3.78,16.68,8,Low,1601.36,647.82
62.08,18,0.12,USA,-3.18,1758.07,400.94,-10.29,2.76,279.62,-189.99,1.29,25.69,6,High,31684.88,0
123.76,12,0.72,Rest,-12.84,1372.42,1723.26,-9.71,3.7,297.47,-407.43,20.22,20.74,8,Medium,16403.9,300.75
57.14,12,2.55,Rest,2.82,1431.71,967.14,-4.6,9.78,228.41,-378.72,18.12,18.63,8,Very low,6032.6,423.69
102.92,15,1.74,UK,-13.2,1718.34,709.46,-11.77,3.18,308.46,-478.35,32.04,20.32,12,Medium,10630.7,1930.62
70.28,9,2.46,Europe,-3.51,1498.75,1169.16,-10.16,15.18,290.94,-267.6,20.19,24.66,6,Low,21236.12,999.41
98.02,3,170.79,Rest,-7.68,1235.99,937.22,-9.23,3.18,245.51,-436.56,21.12,21.59,6,High,13629.48,1081.64
110.98,9,12.42,USA,-5.55,1619.69,1804.8,-8.65,6.96,275.42,-322.8,12.81,20.93,8,Very high,19752.82,302.43
100.01,6,10.26,Europe,-8.7,1396.24,787.4,-8.97,5.78,264.97,-345.33,6.36,23.01,8,Low,16561.2,413.09
94.3,9,0.12,UK,-12.39,1083.15,1002.64,-13.12,7.9,301.17,-302.13,7.74,20.97,8,High,5827.96,900.14
94,15,78.93,UK,-9.24,1706.4,-271.46,-17.47,6.32,325.58,-409.86,2.64,20.89,8,Very low,21878.22,452.91
95.74,21,0.63,Europe,-8.43,645.55,869.08,-12,4.4,213.22,-338.79,20.07,15.78,6,Very low,14957.06,489.87
104.69,18,2.07,USA,18.72,940.86,953.06,-10.63,4.8,350.84,-280.77,19.8,22.82,8,Very high,-540.76,1648.66
98.46,9,0.12,Rest,7.95,1365.55,1146.96,-9.54,2.68,309.22,-467.49,20.91,2.1,6,Very high,9181.08,933.86
95.57,12,0.06,UK,1.47,1507.11,10.24,-13.47,16.38,273.24,-431.97,19.98,21.71,6,Very high,33943.28,2851.64
123.01,6,0.09,USA,-24.54,1566.34,1247.34,-11.14,7.42,332.3,-292.41,24.69,15.52,10,Medium,15179.98,2031.42
74.52,12,17.82,UK,-12.24,1279.39,819.98,-12.53,1.82,211.22,-403.86,18.45,11.78,6,Medium,29917.06,887.02
92.05,6,0.09,UK,-7.41,1409.14,606.82,-12.01,4.7,236.55,-412.44,10.71,20.43,4,Very low,2447.7,664.94
87.8,12,2.7,Rest,-12.66,1257.12,631.06,-15.09,6.64,163.21,-449.28,13.68,18.32,8,Very high,17490.82,1129.01
53.7,9,2.88,UK,-18.78,1177.73,751.28,-14.58,7.42,265.32,-504.09,17.97,21.6,2,Low,16493.36,1673.54
108.05,6,0.06,USA,-19.05,1665.05,-48.88,-11.44,11.94,335.01,-309.03,14.91,21.97,4,Low,8787.94,2280.15
102.82,12,0.9,USA,3.81,719.27,1981.42,-11.03,10.54,182.79,-214.11,11.43,22.11,14,Very low,11135.3,197.74
76.11,9,0.21,Europe,15.84,1508.54,1735.04,-11,8.2,287.86,-267.57,48.63,17.41,4,Very low,17610.76,1115.28
93.42,18,1.29,Rest,-7.02,1483.26,1168.1,-11.22,5.64,276.9,-327.09,1.26,16.7,8,Low,21068.4,0
95.21,18,42.96,USA,-10.68,1641.41,1545.8,-13.58,15.9,271.58,-379.92,11.94,20.86,10,Medium,15808.12,1077.35
115.13,12,1250.67,Rest,-5.61,1290.49,847.32,-1.32,20.2,319.41,-396.96,20.13,19.08,6,Low,32522.22,1222.75
99.28,9,4.41,USA,-11.94,1383.1,192.18,-9.88,1.48,241.58,-251.19,7.65,26.75,8,Medium,7691.9,94.96
131.5,12,3.06,Rest,5.37,1629.37,1694.08,-11.55,0.54,274.06,-368.52,10.35,20.73,8,Medium,30649.06,0
109.57,12,20.97,USA,2.49,1674.01,1354.36,-14.74,7.58,211.07,-286.41,1.89,20.93,12,High,15342.94,0
130.15,3,5.94,USA,1.8,1205.48,1372.56,-12.02,13.62,273.08,-403.68,3.63,18.28,12,Low,4883.2,3226.37
93.56,24,6.03,Europe,-12.36,1435.37,837.52,-10.21,13.54,229.01,-290.7,5.1,19.31,14,Very high,7862.1,883.27
73.64,6,0.06,USA,-0.51,1516.1,1366.88,-9.52,1.86,305.53,-296.1,15.96,15,4,Very low,16566.48,0
95.95,6,3.78,USA,-26.85,993.19,829.68,-14.95,1.98,269.14,-373.5,16.26,22.77,6,High,18479.28,2888.44
84.79,15,0,UK,3.84,1177.46,1314.88,-12.97,1.84,288.46,-396.36,4.02,19.25,10,Low,15596.52,45.65
100.91,12,1879.95,USA,-3.15,1761.65,19.1,-11.94,16,273.04,-444.75,13.77,23.95,6,Medium,14288.44,3599.16
170.97,12,82.59,UK,-0.06,1702.23,244.16,-9.52,8.04,224.89,-312.75,14.61,20.19,6,Low,15807.24,444.22
120.88,6,17.88,USA,-5.85,1377.38,941.68,-3.54,2.64,289.31,-263.64,22.62,12.83,2,Very low,11753.6,0
110.22,3,62.13,UK,-5.46,1168.67,1783.2,-8.99,4.08,319.17,-340.95,7.65,16.18,2,Medium,15406.94,0
87.55,18,0.24,UK,-6.9,1169.89,586.06,-10.44,1.26,321.03,-326.97,23.1,26.29,16,Low,17037.86,1115.22
88.65,15,3.24,UK,-3.84,988.11,1279.62,-14.98,4.96,303.99,-311.61,20.76,20.39,8,Very low,12953.5,354.05
87.6,15,3251.22,USA,-8.31,1720.87,748.7,-13.54,8.74,278.76,-374.97,4.29,26.88,8,High,13285.02,396.9
130.86,9,97.59,Europe,-4.56,1616.77,1793.42,-10.42,4.86,253.96,-247.74,14.43,18.05,12,Medium,11922.52,0
121.75,12,0.18,USA,-12.93,1676.63,799.58,-6.82,6.58,308.58,-345.39,9,11.63,8,High,358.92,578.19
33.13,12,7.11,USA,13.26,910.38,1028.74,-11.03,7.28,357.23,-390.51,6.3,22.57,8,Low,21578.26,1512.03
92.45,9,702.3,Europe,2.61,1079.44,317.22,-15.45,17.76,267.56,-282.06,20.28,20.73,16,Very high,18207.68,2969.4
142.52,12,12.75,Rest,-18.24,1240.89,1475.32,-12.2,20.12,273.54,-376.56,0.9,8.57,8,Very low,18822.82,359.73
137.72,9,0.48,Rest,3.84,1184,2184.22,-7.44,7.34,297.65,-496.23,2.34,21.19,6,Very low,14635.32,99.59
82.22,12,6.6,USA,1.35,1359.58,1598.36,-8.01,1.26,300.57,-378.66,2.34,18.95,8,High,19694.66,0
166.46,6,17.4,Rest,2.19,1470.1,248.52,-4.54,3.46,272.68,-384.51,20.07,20.86,10,Very low,12975.1,714.08
78.46,12,1.08,USA,-10.95,1349.36,2163.9,-7.41,17.24,322.28,-290.37,27.81,21.24,10,Very high,15564.4,3264.5
61.72,6,60.18,Europe,-3.09,1371.49,1239.08,-7.26,3.76,274.12,-381.57,14.34,20.6,14,Very high,19513.26,2420.98
90.35,15,1.02,Europe,-6.69,1333.91,1536.3,-11.79,6.3,274.04,-382.83,3.51,21.38,14,High,17832.5,591.06
52.36,15,16.23,USA,-19.05,1736.39,1715.34,-6.18,1.24,218.12,-347.28,35.13,23.97,8,Very high,25055.34,857.15
88.79,12,0.09,UK,-0.24,1058.34,190.3,-13.29,25.86,266.3,-488.31,12.81,17.85,12,Low,17927.5,3754.54
105.18,15,262.62,USA,-10.71,1383.88,997.5,-14.27,5.32,171.19,-331.11,17.19,22.78,12,Very low,34256.38,377.3
115.64,9,23.58,USA,-7.26,1022.36,1178.12,-4.12,10.58,269.43,-345.87,13.23,21.92,6,Low,26348.54,1828.64
141.82,3,0.27,UK,1.26,1518.79,2435.38,-11.43,6.04,159.16,-76.74,30.42,19.94,10,Medium,15349.54,0
70.55,15,1.65,UK,-1.35,980.06,694.94,-10.07,1.58,272.4,-226.59,23.13,20.3,10,Low,18337.34,415.11
99.51,15,4.26,UK,-4.08,1299.48,1344.7,-10.14,8.22,271.34,-426.6,5.52,17.76,4,Very high,12879.78,678.37
77.97,9,0.06,Europe,-15,1361.51,554.68,-12.81,3.34,228.59,-455.16,3.87,29.79,10,Low,19801.64,1545.04
69.5,12,0.27,UK,-18.33,1468.85,1192.62,-11.5,3.86,253.49,-406.05,12.33,25.18,6,Medium,13226.1,421.99
125.83,0,59.67,Europe,-11.07,1409.77,451.5,-13.92,9.68,250.9,-305.64,2.76,22.31,12,High,29481.74,2357.85
98.16,9,6768.72,Europe,2.4,1724.84,197.32,-9.4,13.18,264.98,-377.13,1.38,18.77,8,Medium,8822.6,1602.56
63.43,3,0.15,Europe,-1.53,892.76,1636.08,-9.52,2.18,312.6,-261,3.54,16.75,6,Low,23701.68,0
90.38,15,0.33,Rest,-13.5,1613.27,1754.38,-12.81,4.44,290.81,-152.61,15.21,21.43,8,High,20891.38,0
73.12,15,9.6,Rest,-28.62,481.13,1423.48,-11.35,3.2,228.83,-327.27,7.02,26.93,10,Medium,-4320.92,266.29
59.33,6,29.16,Europe,0.18,1487.75,642.5,-17.38,1.2,272.16,-324.72,3.93,18.91,8,Medium,20075.7,0
13.11,6,5.76,Rest,5.46,2075.86,345.66,-11.59,2.56,269.93,-444.66,7.11,23.71,14,Medium,17684.52,546.71
122.45,9,622.02,Europe,-7.2,1067.15,866.66,-10.76,11.7,216.89,-239.85,3.45,23.45,8,High,17985.46,796
128.62,15,97.29,USA,-1.17,1214.94,1554.48,-14.3,4.68,299.94,-323.22,3.93,20.59,4,Very high,14951.9,0
120.82,3,0.33,USA,-21.72,1047.55,1154.74,-11.01,6.48,298.12,-245.76,6.87,19.14,12,Low,18028.36,789.74
148.08,9,6.24,USA,-14.19,1167.26,2000.3,-10.76,7.66,288.92,-341.34,17.37,26.58,14,High,7249.28,2532.95
90.1,6,1.77,Europe,3.39,1597.73,1709.18,-7.12,4.32,289.91,-386.94,19.23,16.52,6,Medium,18743.42,385.45
141.58,12,126.63,Europe,8.28,1537.21,1115.92,-16.92,3.72,206.54,-172.47,6.39,19.25,8,High,24932.34,0
104.96,9,148.77,Europe,-11.16,1223.51,1232.58,-11.07,7.14,312.62,-342.33,16.11,16.26,8,Medium,24744.24,1327.09
46.95,9,0.06,USA,6.81,840.51,831.42,-8.31,16.04,296.3,-407.88,7.2,17.85,4,Low,20848.8,3439.87
95.47,12,3047.19,UK,7.68,1257.04,659.74,-2.89,18.76,269.22,-377.43,19.38,27.05,14,High,32248.12,2864.75
66.17,3,84.63,UK,-15.36,1564.51,898.1,-13.49,0.78,241.57,-301.98,7.53,20.36,8,High,12021.98,237.87
100.85,15,1.38,Europe,-9.21,1138.12,1594.8,-3.29,6.58,257.34,-320.64,14.04,29.56,10,Very low,23015.66,0
116.58,6,19.38,Rest,-1.32,1620.42,2180.82,-14.35,14.66,239.83,-210.99,9.63,20,6,High,8583.98,0
103.24,9,6.78,Europe,-14.49,1655.57,948.24,-7.19,6.82,224.79,-183.42,3.54,22.34,8,Medium,14924.12,0
114.7,18,0.36,USA,-1.38,1414.79,1359.24,-7.95,26.68,236.37,-442.32,45.78,20.6,8,High,16083.7,3798.89
116.52,21,48.54,USA,-14.28,1254.54,-303.26,-8.1,5.68,260.98,-398.67,39.84,20.87,6,Medium,15862.88,3721.82
79.35,15,0.06,UK,-16.32,1098.14,719.02,-13.8,8.94,240.61,-341.25,5.76,20.36,8,High,23918.12,962.3
79.36,15,1393.95,Europe,-9.84,1702.97,1105.06,-11.45,1.32,261.81,-318.87,24.45,27.36,6,Very low,14265.28,0
85.35,0,201.48,Europe,-0.15,1722.05,584.14,-12.64,10.1,292.86,-231.51,8.7,22.58,4,Very low,14560.78,0
76.98,15,0.81,USA,6.6,1310.86,929.2,-9.35,6.78,249.28,-421.59,15.42,16.87,20,Medium,11763,3614.08
124.06,18,94.26,Europe,-16.98,1079.49,665.16,-8.94,2.32,302.7,-245.25,8.61,19.25,6,Very low,16856.8,0
58.68,12,8.1,Rest,6.75,1342.56,275.54,-5.6,15.44,269.86,-271.32,7.89,18.9,2,Medium,13000.82,320.19
97.07,9,5.94,Rest,-0,1547.67,1492.24,-10.92,7.7,288.61,-343.47,8.04,19.93,4,Medium,12578.48,0
102.56,21,0,Europe,-11.67,1399.3,573.84,-9.94,4.06,294.92,-438.15,7.26,20.94,8,Medium,16647.74,484.93
28.31,9,1.98,USA,-15.12,1502.9,1804.58,-4.99,10.88,286.98,-403.86,21,14.87,12,Very low,34825.84,2189.38
100.47,12,209.4,UK,8.67,1564.56,1195.24,-8.79,3.38,261.44,-360.78,11.28,22.19,4,Very high,35572.7,172.52
131.37,9,0.06,UK,-6.09,768.63,626.02,-7.22,6.74,292.9,-362.58,8.25,22.3,8,High,6598.5,1685.51
120.1,18,18.21,UK,5.46,1005.59,1060.62,-5.85,2.8,291.13,-404.49,8.07,21.66,10,Low,17185.3,430.12
116.35,12,0.03,Rest,-4.71,1828.27,1288.14,-12.19,2.9,252.22,-407.07,12.51,26.93,4,Low,6700.48,0
57.9,9,0.24,Rest,-14.34,1093.22,1235.92,-5.62,3.2,260,-485.91,2.94,15.98,6,Low,12824.78,322.29
97.12,15,6.12,Europe,7.02,868.6,1310.66,-12.21,14.66,170.49,-463.26,3.84,26.93,8,Medium,20217.18,2430.46
99.57,6,171.57,Europe,-13.62,963.29,741.58,-7.09,9.54,278.56,-272.73,3.78,20.02,8,Medium,13799.68,1220.29
65.04,18,43.23,Europe,-2.31,1376.1,305.78,-9.54,7.16,274.36,-221.58,22.02,20.4,8,Very high,21268.9,1122.22
101.28,15,0.51,UK,-14.79,1661.7,2097.94,-7.14,1.96,332.41,-303.21,20.16,20.88,16,Medium,16163.34,0
45.7,12,3.03,Europe,-6.87,1133.61,735.12,-5.54,1.16,174.74,-379.74,3.87,20.89,8,Medium,10803.68,182.33
104.33,15,0.06,Europe,-3.51,806.8,886.56,-12.62,13.8,262.58,-338.52,10.38,12.69,4,Very high,14986.5,2369.37
99.37,12,19.77,Europe,1.77,1506.9,1123.34,-9.58,7.42,292.49,-170.34,11.22,20.54,12,Very low,28451.4,0
89.44,12,33.81,UK,-10.68,1651.52,968.14,-7.65,6.14,333.57,-385.8,2.1,19.91,8,Very high,15904.56,470.74
90.79,12,0.57,Rest,-0.66,1180.28,2615.06,-9.51,5.52,300.39,-341.04,2.4,22.34,2,Very high,11093.24,0
74.82,9,0,Rest,-20.34,983.4,1214.22,-10.27,11.1,298.41,-339.3,15.84,10.15,10,Very low,11870.66,679.06
46.3,18,10.08,USA,0.6,842.55,1837.46,-10.33,14.04,255.33,-241.56,32.28,22.87,10,Very high,-12822.8,3300.84
91.28,12,2.94,Europe,-12.27,1452.5,2090.5,-7.76,9.34,319.03,-337.26,9.84,20.37,12,High,25261.56,163.9
94.99,12,41.85,Europe,-6,1276.84,1058.8,-13.61,1.22,305.86,-515.13,10.26,19.24,12,High,22699,2362.58
115.92,18,27.66,Rest,-0.93,1514.25,1255.3,-15.3,16.76,217.75,-246.48,34.14,21.66,6,Low,1872.12,394
65.04,18,0,UK,10.92,1464.21,949.94,-9,5.9,215.4,-173.58,6.12,20.25,4,Very low,9004.14,0
34.4,18,0.45,Europe,-10.02,1810.09,1502.66,-12.89,7.84,285.55,-503.25,10.95,26.43,12,Very high,13398.46,1792.71
139.78,6,97.77,UK,-8.04,845.28,2009.6,-8.31,6.34,291.6,-255.03,6.84,23,8,Very low,15760.42,0
101.5,6,39.39,USA,-28.17,1753.55,1099.02,-10.82,4,321.95,-335.01,6.51,22.82,8,Medium,15567.18,0
130.42,18,0.03,Europe,-7.2,1712.13,-57.3,-11.04,6.76,371.61,-427.53,3.15,17.67,8,Very low,31098.44,86.74
140.92,3,0.18,Europe,-7.5,930.87,615.36,-11.7,3.04,161.87,-445.98,11.88,24.73,4,Low,15700.24,2336.02
136.95,12,90.93,USA,-10.38,1589.34,1558.86,-6.39,7.48,300.11,-321,7.65,23.5,4,Very high,13701.86,0
23.76,21,64.59,UK,0.27,1400.94,330.06,-9.33,12.54,217.49,-387.3,3.45,22.07,8,Medium,36949.98,804.32
85.2,21,2.1,UK,-11.97,1734.2,169.02,-13.44,3.72,272.63,-289.62,3.12,19.95,12,Low,21249.48,0
104.43,6,26.49,Europe,-1.62,1362.75,2020.26,-4.44,14.94,270.49,-320.73,13.05,19.63,10,High,21161.5,1758.12
